year,match link,p1 id (winner),p2 id (loser),p1 name,p2 name,p1 aces,p1 double faults,p1 FSP,p1 total first serves made,p1 total first serves hit,p1 total first serve points won,p1 total first serve points,p1 total second serve point won,p1 total second serve points,p2 aces,p2 double faults,p2 FSP,p2 total first serves made,p2 total first serves hit,p2 total first serve points won,p2 total first serve points,p2 total second serve point won,p2 total second serve points
2014,https://www.atptour.com//en/scores/2014/520/MS059/match-stats?isLive=False,k966,h756,Martin Klizan,Robin Haase,5,3,60,86,143,53,86,31,57,10,2,54,75,139,52,75,26,64
2014,https://www.atptour.com//en/scores/2014/520/MS035/match-stats?isLive=False,l987,z254,Dusan Lajovic,Jurgen Zopp,8,1,54,40,74,31,40,23,34,2,3,64,52,81,31,52,12,29
2014,https://www.atptour.com//en/scores/2014/520/MS033/match-stats?isLive=False,md56,g681,Leonardo Mayer,Teymuraz Gabashvili,7,9,59,71,120,47,71,30,49,4,2,63,71,113,46,71,21,42
2014,https://www.atptour.com//en/scores/2014/520/MS034/match-stats?isLive=False,sm25,j386,Jack Sock,Steve Johnson,8,0,59,46,78,36,46,23,32,8,1,60,58,97,38,58,17,39
2014,https://www.atptour.com//en/scores/2014/520/MS064/match-stats?isLive=False,n409,g569,Rafael Nadal,Robby Ginepri,1,0,58,30,52,26,30,15,22,2,4,69,59,86,25,59,11,27
2014,https://www.atptour.com//en/scores/2014/520/MS127/match-stats?isLive=False,d643,sh90,Novak Djokovic,Joao Sousa,9,3,70,58,83,38,58,14,25,0,2,60,52,87,32,52,8,35
2014,https://www.atptour.com//en/scores/2014/520/MS080/match-stats?isLive=False,g476,w367,Guillermo Garcia-Lopez,Stan Wawrinka,2,5,50,56,113,42,56,29,57,5,1,57,56,98,30,56,23,42
2014,https://www.atptour.com//en/scores/2014/520/MS111/match-stats?isLive=False,f324,l797,Roger Federer,Lukas Lacko,7,1,72,44,61,39,44,13,17,3,5,63,57,91,32,57,18,34
2014,https://www.atptour.com//en/scores/2014/520/MS079/match-stats?isLive=False,f401,sf36,David Ferrer,Igor Sijsling,1,1,62,48,77,33,48,22,29,3,3,64,56,88,32,56,15,32
2014,https://www.atptour.com//en/scores/2014/520/MS096/match-stats?isLive=False,ba47,pb22,Tomas Berdych,Peter Polansky,15,4,60,56,93,45,56,20,37,2,4,62,53,86,31,53,20,33
2014,https://www.atptour.com//en/scores/2014/520/MS095/match-stats?isLive=False,mc10,g806,Andy Murray,Andrey Golubev,5,3,51,65,127,40,65,33,62,2,5,56,58,104,33,58,23,46
2014,https://www.atptour.com//en/scores/2014/520/MS112/match-stats?isLive=False,r975,ke17,Milos Raonic,Nick Kyrgios,27,8,59,63,107,57,63,17,44,4,6,56,52,93,34,52,22,41
2014,https://www.atptour.com//en/scores/2014/520/MS119/match-stats?isLive=False,k966,n552,Martin Klizan,Kei Nishikori,3,3,53,50,95,37,50,26,45,1,10,50,42,84,28,42,16,42
2014,https://www.atptour.com//en/scores/2014/520/MS103/match-stats?isLive=False,i186,h996,John Isner,Pierre-Hugues Herbert,23,3,61,67,110,56,67,28,43,11,3,49,54,110,44,54,35,56
2014,https://www.atptour.com//en/scores/2014/520/MS072/match-stats?isLive=False,k336,d875,Ivo Karlovic,Grigor Dimitrov,22,2,63,60,95,53,60,23,35,11,6,59,59,100,45,59,24,41
2014,https://www.atptour.com//en/scores/2014/520/MS088/match-stats?isLive=False,g628,ta46,Richard Gasquet,Bernard Tomic,6,0,58,45,78,38,45,18,33,4,1,67,55,82,31,55,12,27
2014,https://www.atptour.com//en/scores/2014/520/MS120/match-stats?isLive=False,t786,r613,Jo-Wilfried Tsonga,Edouard Roger-Vasselin,9,3,65,59,91,49,59,18,32,7,1,61,72,118,46,72,22,46
2014,https://www.atptour.com//en/scores/2014/520/MS087/match-stats?isLive=False,f510,ba86,Fabio Fognini,Andreas Beck,7,4,57,46,81,36,46,16,35,1,4,64,56,87,29,56,15,31
2014,https://www.atptour.com//en/scores/2014/520/MS104/match-stats?isLive=False,y061,cd85,Mikhail Youzhny,Pablo Carreno Busta,8,5,62,91,146,59,91,23,55,5,2,65,79,121,53,79,13,42
2014,https://www.atptour.com//en/scores/2014/520/MS071/match-stats?isLive=False,z254,h355,Jurgen Zopp,Tommy Haas,2,0,52,11,21,8,11,5,10,4,0,67,12,18,11,12,5,6
2014,https://www.atptour.com//en/scores/2014/520/MS100/match-stats?isLive=False,r419,w503,Tommy Robredo,James Ward,3,3,63,72,115,51,72,24,43,1,4,67,92,137,57,92,22,45
2014,https://www.atptour.com//en/scores/2014/520/MS107/match-stats?isLive=False,g858,k540,Ernests Gulbis,Lukasz Kubot,11,6,54,63,117,50,63,32,54,9,10,53,55,104,40,55,23,49
2014,https://www.atptour.com//en/scores/2014/520/MS075/match-stats?isLive=False,a678,r612,Kevin Anderson,Stephane Robert,11,5,61,51,83,45,51,19,32,3,3,48,50,104,33,50,30,54
2014,https://www.atptour.com//en/scores/2014/520/MS116/match-stats?isLive=False,d801,r772,Alexandr Dolgopolov,Albert Ramos-Vinolas,10,2,59,57,97,48,57,20,40,3,3,57,61,107,37,61,22,46
2014,https://www.atptour.com//en/scores/2014/520/MS068/match-stats?isLive=False,sm25,a479,Jack Sock,Nicolas Almagro,1,0,40,4,10,3,4,5,6,0,2,47,8,17,2,8,3,9
2014,https://www.atptour.com//en/scores/2014/520/MS123/match-stats?isLive=False,j397,e224,Jerzy Janowicz,Victor Estrella Burgos,15,13,58,69,118,57,69,23,49,3,5,66,73,110,45,73,21,37
2014,https://www.atptour.com//en/scores/2014/520/MS084/match-stats?isLive=False,mc65,h528,Gael Monfils,Victor Hanescu,10,4,61,69,114,47,69,24,45,1,2,75,85,114,50,85,10,29
2014,https://www.atptour.com//en/scores/2014/520/MS091/match-stats?isLive=False,v306,l428,Fernando Verdasco,Michael Llodra,3,3,76,83,109,61,83,19,26,6,3,68,83,122,55,83,20,39
2014,https://www.atptour.com//en/scores/2014/520/MS124/match-stats?isLive=False,c977,a596,Marin Cilic,Pablo Andujar,16,1,65,59,91,47,59,18,32,3,2,73,77,106,44,77,12,29
2014,https://www.atptour.com//en/scores/2014/520/MS083/match-stats?isLive=False,l397,d923,Feliciano Lopez,Damir Dzumhur,8,1,62,71,115,52,71,26,44,1,0,64,61,96,41,61,20,35
2014,https://www.atptour.com//en/scores/2014/520/MS099/match-stats?isLive=False,bd06,l503,Roberto Bautista Agut,Paolo Lorenzi,1,0,73,72,99,48,72,20,27,2,1,63,57,90,40,57,10,33
2014,https://www.atptour.com//en/scores/2014/520/MS092/match-stats?isLive=False,k435,r750,Philipp Kohlschreiber,Pere Riba,5,1,72,61,85,44,61,15,24,3,5,51,48,94,32,48,20,46
2014,https://www.atptour.com//en/scores/2014/520/MS115/match-stats?isLive=False,sd32,pc78,Gilles Simon,Ante Pavic,6,2,54,36,67,31,36,16,31,5,5,58,45,78,28,45,9,33
2014,https://www.atptour.com//en/scores/2014/520/MS067/match-stats?isLive=False,g681,pd07,Teymuraz Gabashvili,Vasek Pospisil,1,1,61,42,69,32,42,18,27,6,3,63,57,91,34,57,14,34
2014,https://www.atptour.com//en/scores/2014/520/MS108/match-stats?isLive=False,t315,s843,Dmitry Tursunov,Potito Starace,6,3,56,46,82,38,46,24,36,4,6,73,61,83,43,61,4,22
2014,https://www.atptour.com//en/scores/2014/520/MS076/match-stats?isLive=False,sa93,g725,Andreas Seppi,Santiago Giraldo,8,1,54,46,85,33,46,26,39,3,1,68,69,101,41,69,14,32
2014,https://www.atptour.com//en/scores/2014/520/MS106/match-stats?isLive=False,bf23,b747,Facundo Bagnis,Julien Benneteau,5,1,64,127,197,89,127,38,70,16,7,61,112,185,80,112,37,73
2014,https://www.atptour.com//en/scores/2014/520/MS086/match-stats?isLive=False,bd20,b896,Thomaz Bellucci,Benjamin Becker,15,3,54,65,121,47,65,33,56,8,5,51,75,148,54,75,33,73
2014,https://www.atptour.com//en/scores/2014/520/MS089/match-stats?isLive=False,b884,h432,Carlos Berlocq,Lleyton Hewitt,1,1,79,104,131,72,104,8,27,3,7,52,58,112,38,58,25,54
2014,https://www.atptour.com//en/scores/2014/520/MS078/match-stats?isLive=False,ba98,a622,Simone Bolelli,Andrea Arnaboldi,3,2,69,68,99,47,68,18,31,7,1,69,57,83,35,57,13,26
2014,https://www.atptour.com//en/scores/2014/520/MS126/match-stats?isLive=False,ca12,g676,Jeremy Chardy,Daniel Gimeno-Traver,10,3,66,49,74,39,49,16,25,1,3,59,49,83,30,49,15,34
2014,https://www.atptour.com//en/scores/2014/520/MS090/match-stats?isLive=False,c882,e690,Pablo Cuevas,Matthew Ebden,5,1,70,44,63,37,44,9,19,5,2,53,38,72,24,38,9,34
2014,https://www.atptour.com//en/scores/2014/520/MS101/match-stats?isLive=False,d750,m824,Kenny De Schepper,Albert Montanes,2,0,69,9,13,7,9,3,4,1,1,73,8,11,5,8,1,3
2014,https://www.atptour.com//en/scores/2014/520/MS114/match-stats?isLive=False,g892,r368,Alejandro Gonzalez,Michael Russell,10,2,67,78,117,55,78,24,39,0,2,65,74,114,45,74,18,40
2014,https://www.atptour.com//en/scores/2014/520/MS117/match-stats?isLive=False,g710,d646,Marcel Granollers,Ivan Dodig,1,0,91,10,11,9,10,1,1,0,2,36,5,14,4,5,5,9
2014,https://www.atptour.com//en/scores/2014/520/MS118/match-stats?isLive=False,h756,d402,Robin Haase,Nikolay Davydenko,10,1,63,61,97,46,61,22,36,3,4,66,61,93,36,61,17,32
2014,https://www.atptour.com//en/scores/2014/520/MS073/match-stats?isLive=False,h804,bc72,Andreas Haider-Maurer,Daniel Brands,14,9,56,77,137,61,77,30,60,12,6,68,98,144,65,98,23,46
2014,https://www.atptour.com//en/scores/2014/520/MS093/match-stats?isLive=False,i165,sc77,Denis Istomin,Sergiy Stakhovsky,9,2,68,71,105,55,71,19,34,0,6,64,73,114,49,73,20,41
