year,match link,p1 id (winner),p2 id (loser),p1 name,p2 name,p1 aces,p1 double faults,p1 FSP,p1 total first serves made,p1 total first serves hit,p1 total first serve points won,p1 total first serve points,p1 total second serve point won,p1 total second serve points,p2 aces,p2 double faults,p2 FSP,p2 total first serves made,p2 total first serves hit,p2 total first serve points won,p2 total first serve points,p2 total second serve point won,p2 total second serve points
2016,https://www.atptour.com//en/scores/2016/451/MS031/match-stats?isLive=False,n409,cd85,Rafael Nadal,Pablo Carreno Busta,5,1,74,59,80,44,59,13,21,0,4,67,55,82,34,55,11,27
2016,https://www.atptour.com//en/scores/2016/451/MS020/match-stats?isLive=False,ba47,sc77,Tomas Berdych,Sergiy Stakhovsky,3,2,49,30,61,26,30,17,31,3,0,67,42,63,30,42,10,21
2016,https://www.atptour.com//en/scores/2016/451/MS027/match-stats?isLive=False,me89,f401,Illya Marchenko,David Ferrer,4,4,60,61,102,47,61,22,41,3,9,50,46,92,31,46,23,46
2016,https://www.atptour.com//en/scores/2016/451/MS023/match-stats?isLive=False,m915,l397,Daniel Munoz de la Nava,Feliciano Lopez,4,2,69,70,102,53,70,19,32,24,1,66,73,110,53,73,21,37
2016,https://www.atptour.com//en/scores/2016/451/MS028/match-stats?isLive=False,be90,sa93,Ricardas Berankis,Andreas Seppi,2,1,64,50,78,31,50,13,28,7,3,49,52,106,27,52,26,54
2016,https://www.atptour.com//en/scores/2016/451/MS024/match-stats?isLive=False,ca12,ac39,Jeremy Chardy,Mubarak Shannan Zayid,3,1,62,21,34,19,21,6,13,1,2,52,28,54,15,28,7,26
2016,https://www.atptour.com//en/scores/2016/451/MS019/match-stats?isLive=False,md56,b896,Leonardo Mayer,Benjamin Becker,3,4,63,36,57,29,36,9,21,1,1,51,23,45,11,23,10,22
2016,https://www.atptour.com//en/scores/2016/451/MS018/match-stats?isLive=False,a596,l503,Pablo Andujar,Paolo Lorenzi,1,2,63,53,84,35,53,14,31,2,3,65,51,79,39,51,11,28
2016,https://www.atptour.com//en/scores/2016/451/MS021/match-stats?isLive=False,d923,cf01,Damir Dzumhur,Marco Cecchinato,2,3,67,33,49,29,33,8,16,5,2,64,35,55,21,35,9,20
2016,https://www.atptour.com//en/scores/2016/451/MS022/match-stats?isLive=False,e831,k966,Kyle Edmund,Martin Klizan,7,1,57,28,49,22,28,11,21,4,5,60,33,55,20,33,7,22
2016,https://www.atptour.com//en/scores/2016/451/MS026/match-stats?isLive=False,g681,ba98,Teymuraz Gabashvili,Simone Bolelli,2,3,62,48,77,36,48,17,29,2,1,63,55,87,36,55,15,32
2016,https://www.atptour.com//en/scores/2016/451/MS030/match-stats?isLive=False,h756,kc56,Robin Haase,Aslan Karatsev,4,1,57,58,102,38,58,25,44,2,5,58,63,108,40,63,21,45
2016,https://www.atptour.com//en/scores/2016/451/MS029/match-stats?isLive=False,kb54,k771,Andrey Kuznetsov,Marsel Ilhan,7,2,53,29,55,25,29,13,26,2,1,59,30,51,20,30,5,21
2016,https://www.atptour.com//en/scores/2016/451/MS025/match-stats?isLive=False,m850,r772,Paul-Henri Mathieu,Albert Ramos-Vinolas,2,7,65,72,111,52,72,18,39,8,2,65,67,103,48,67,17,36
2016,https://www.atptour.com//en/scores/2016/451/MS017/match-stats?isLive=False,v306,j267,Fernando Verdasco,Malek Jaziri,12,0,73,56,77,42,56,11,21,4,5,59,57,97,41,57,17,40
2016,https://www.atptour.com//en/scores/2016/451/QS005/match-stats?isLive=False,b896,b678,Benjamin Becker,Michael Berrer,5,4,73,82,112,51,82,17,30,3,2,71,80,113,46,80,21,33
2016,https://www.atptour.com//en/scores/2016/451/QS006/match-stats?isLive=False,e831,a829,Kyle Edmund,Radu Albot,9,2,62,33,53,27,33,8,20,0,1,77,41,53,22,41,5,12
2016,https://www.atptour.com//en/scores/2016/451/QS007/match-stats?isLive=False,kc56,l797,Aslan Karatsev,Lukas Lacko,2,3,70,44,63,29,44,10,19,3,1,56,35,62,24,35,11,27
2016,https://www.atptour.com//en/scores/2016/451/QS004/match-stats?isLive=False,ba65,be67,Dustin Brown,Mirza Basic,1,1,65,40,62,31,40,11,22,0,6,73,69,94,41,69,10,25
2016,https://www.atptour.com//en/scores/2016/451/QS008/match-stats?isLive=False,be67,ca33,Mirza Basic,Inigo Cervantes,4,7,54,48,89,39,48,23,41,11,11,48,44,92,35,44,23,48
2016,https://www.atptour.com//en/scores/2016/451/QS010/match-stats?isLive=False,b896,c723,Benjamin Becker,Flavio Cipolla,5,4,63,62,98,37,62,19,36,1,3,79,64,81,34,64,6,17
2016,https://www.atptour.com//en/scores/2016/451/QS012/match-stats?isLive=False,e831,a622,Kyle Edmund,Andrea Arnaboldi,5,2,59,29,49,24,29,14,20,2,4,51,35,69,24,35,17,34
2016,https://www.atptour.com//en/scores/2016/451/QS014/match-stats?isLive=False,kc56,be54,Aslan Karatsev,Ruben Bemelmans,4,2,61,30,49,25,30,10,19,3,3,62,38,61,19,38,12,23
2016,https://www.atptour.com//en/scores/2016/451/QS015/match-stats?isLive=False,l797,h442,Lukas Lacko,Jan Hernych,5,1,55,26,47,20,26,16,21,3,4,58,25,43,17,25,6,18
2016,https://www.atptour.com//en/scores/2016/451/QS011/match-stats?isLive=False,b678,ac23,Michael Berrer,Jabor Al-Mutawa,3,2,60,21,35,18,21,11,14,0,5,44,15,34,6,15,5,19
2016,https://www.atptour.com//en/scores/2016/451/QS009/match-stats?isLive=False,ba65,mf78,Dustin Brown,Marek Michalicka,13,2,52,41,79,35,41,21,38,2,4,54,34,63,27,34,17,29
2016,https://www.atptour.com//en/scores/2016/451/QS013/match-stats?isLive=False,a829,z367,Radu Albot,Mousa Shanan Zayed,3,2,79,33,42,27,33,5,9,0,3,54,21,39,9,21,7,18
2016,https://www.atptour.com//en/scores/2016/891/MS001/match-stats?isLive=False,w367,cg80,Stan Wawrinka,Borna Coric,15,3,55,38,69,34,38,18,31,2,1,62,39,63,27,39,12,24
2016,https://www.atptour.com//en/scores/2016/891/MS002/match-stats?isLive=False,w367,pd31,Stan Wawrinka,Benoit Paire,6,1,61,37,61,26,37,17,24,2,3,55,29,53,24,29,10,24
2016,https://www.atptour.com//en/scores/2016/891/MS003/match-stats?isLive=False,cg80,bh09,Borna Coric,Aljaz Bedene,17,1,69,92,134,66,92,20,42,16,0,69,73,106,52,73,17,33
2016,https://www.atptour.com//en/scores/2016/891/MS004/match-stats?isLive=False,w367,g476,Stan Wawrinka,Guillermo Garcia-Lopez,14,0,75,38,51,31,38,8,13,5,2,59,44,74,26,44,16,30
2016,https://www.atptour.com//en/scores/2016/891/MS005/match-stats?isLive=False,pd31,f586,Benoit Paire,Thomas Fabbiano,14,5,44,39,88,28,39,19,49,0,2,79,57,72,33,57,3,15
2016,https://www.atptour.com//en/scores/2016/891/MS006/match-stats?isLive=False,cg80,bd06,Borna Coric,Roberto Bautista Agut,9,2,62,60,97,43,60,21,37,10,5,68,77,113,52,77,15,36
2016,https://www.atptour.com//en/scores/2016/891/MS007/match-stats?isLive=False,bh09,rb56,Aljaz Bedene,Ramkumar Ramanathan,9,2,62,63,101,50,63,24,38,6,2,63,60,96,43,60,19,36
2016,https://www.atptour.com//en/scores/2016/891/MS008/match-stats?isLive=False,w367,re44,Stan Wawrinka,Andrey Rublev,6,1,64,28,44,23,28,13,16,2,2,74,39,53,23,39,7,14
2016,https://www.atptour.com//en/scores/2016/891/MS010/match-stats?isLive=False,pd31,r685,Benoit Paire,Lukas Rosol,8,3,50,34,68,29,34,15,34,4,3,59,48,81,29,48,13,33
2016,https://www.atptour.com//en/scores/2016/891/MS013/match-stats?isLive=False,bd06,mh30,Roberto Bautista Agut,John Millman,1,1,59,34,58,26,34,13,24,2,0,67,37,55,23,37,4,18
2016,https://www.atptour.com//en/scores/2016/891/MS009/match-stats?isLive=False,g476,pc78,Guillermo Garcia-Lopez,Ante Pavic,4,4,54,44,81,34,44,19,37,7,3,68,36,53,27,36,8,17
2016,https://www.atptour.com//en/scores/2016/891/MS011/match-stats?isLive=False,f586,ma30,Thomas Fabbiano,Gilles Muller,0,2,70,43,61,31,43,9,18,14,5,68,38,56,30,38,6,18
2016,https://www.atptour.com//en/scores/2016/891/MS012/match-stats?isLive=False,cg80,ka00,Borna Coric,Austin Krajicek,3,1,57,30,53,24,30,19,23,4,1,64,44,69,27,44,13,25
2016,https://www.atptour.com//en/scores/2016/891/MS014/match-stats?isLive=False,bh09,v495,Aljaz Bedene,Luca Vanni,13,2,57,53,93,44,53,23,40,11,2,51,43,85,36,43,23,42
2016,https://www.atptour.com//en/scores/2016/891/MS015/match-stats?isLive=False,rb56,k596,Ramkumar Ramanathan,Alexander Kudryavtsev,9,2,67,57,85,43,57,13,28,5,3,61,57,93,45,57,16,36
2016,https://www.atptour.com//en/scores/2016/891/MS019/match-stats?isLive=False,g476,da81,Guillermo Garcia-Lopez,Taro Daniel,7,1,63,57,90,44,57,18,33,2,2,73,77,106,51,77,10,29
2016,https://www.atptour.com//en/scores/2016/891/MS023/match-stats?isLive=False,ma30,ke29,Gilles Muller,Karen Khachanov,19,5,58,57,98,47,57,28,41,9,0,63,67,107,50,67,24,40
2016,https://www.atptour.com//en/scores/2016/891/MS028/match-stats?isLive=False,bh09,pd07,Aljaz Bedene,Vasek Pospisil,2,3,61,46,75,36,46,16,29,8,2,58,43,74,31,43,18,31
2016,https://www.atptour.com//en/scores/2016/891/MS024/match-stats?isLive=False,cg80,g710,Borna Coric,Marcel Granollers,3,0,66,61,92,41,61,19,31,5,1,65,73,112,46,73,22,39
2016,https://www.atptour.com//en/scores/2016/891/MS022/match-stats?isLive=False,f586,kc04,Thomas Fabbiano,Jozef Kovalik,0,3,74,78,105,45,78,12,27,4,1,73,63,86,38,63,11,23
2016,https://www.atptour.com//en/scores/2016/891/MS025/match-stats?isLive=False,ka00,r548,Austin Krajicek,Rajeev Ram,9,2,67,62,93,45,62,21,31,11,1,67,68,101,55,68,14,33
2016,https://www.atptour.com//en/scores/2016/891/MS026/match-stats?isLive=False,mh30,d864,John Millman,Evgeny Donskoy,6,5,59,60,102,40,60,24,42,5,1,49,61,124,37,61,33,63
2016,https://www.atptour.com//en/scores/2016/891/MS018/match-stats?isLive=False,pc78,a479,Ante Pavic,Nicolas Almagro,12,2,56,54,96,44,54,26,42,17,1,44,44,99,34,44,37,55
2016,https://www.atptour.com//en/scores/2016/891/MS030/match-stats?isLive=False,rb56,g676,Ramkumar Ramanathan,Daniel Gimeno-Traver,3,0,69,24,35,20,24,8,11,1,3,67,39,58,20,39,6,19
2016,https://www.atptour.com//en/scores/2016/891/MS021/match-stats?isLive=False,r685,g725,Lukas Rosol,Santiago Giraldo,10,5,54,37,69,32,37,15,32,3,0,64,45,70,30,45,11,25
2016,https://www.atptour.com//en/scores/2016/891/MS017/match-stats?isLive=False,re44,d616,Andrey Rublev,Somdev Devvarman,0,2,61,48,79,33,48,20,31,7,4,61,51,84,35,51,15,33
2016,https://www.atptour.com//en/scores/2016/891/MS029/match-stats?isLive=False,v495,sl28,Luca Vanni,Jan-Lennard Struff,11,2,56,37,66,30,37,13,29,4,3,64,49,77,35,49,13,28
2016,https://www.atptour.com//en/scores/2016/891/QS005/match-stats?isLive=False,d616,w503,Somdev Devvarman,James Ward,5,1,55,52,94,37,52,19,42,6,3,58,52,90,36,52,21,38
2016,https://www.atptour.com//en/scores/2016/891/QS006/match-stats?isLive=False,f586,me64,Thomas Fabbiano,Saketh Myneni,2,2,66,42,64,29,42,14,22,7,2,41,28,69,20,28,19,41
2016,https://www.atptour.com//en/scores/2016/891/QS007/match-stats?isLive=False,kc04,k596,Jozef Kovalik,Alexander Kudryavtsev,2,1,66,73,111,50,73,22,38,7,2,53,42,79,33,42,21,37
2016,https://www.atptour.com//en/scores/2016/891/QS004/match-stats?isLive=False,pc78,n558,Ante Pavic,N.Sriram Balaji,9,5,59,48,82,43,48,17,34,8,6,58,56,97,38,56,22,41
2016,https://www.atptour.com//en/scores/2016/891/QS008/match-stats?isLive=False,pc78,y218,Ante Pavic,Elias Ymer,6,4,58,36,62,29,36,14,26,1,4,60,40,67,24,40,11,27
2016,https://www.atptour.com//en/scores/2016/891/QS010/match-stats?isLive=False,w503,n480,James Ward,Jeevan Nedunchezhiyan,5,1,72,44,61,37,44,7,17,1,4,65,39,60,25,39,11,21
2016,https://www.atptour.com//en/scores/2016/891/QS012/match-stats?isLive=False,f586,e180,Thomas Fabbiano,Mikhail Elgin,1,1,65,22,34,14,22,8,12,4,2,54,30,56,16,30,11,26
2016,https://www.atptour.com//en/scores/2016/891/QS014/match-stats?isLive=False,k596,n390,Alexander Kudryavtsev,Frederik Nielsen,3,1,53,40,75,26,40,16,35,1,4,55,53,96,26,53,20,43
2016,https://www.atptour.com//en/scores/2016/891/QS013/match-stats?isLive=False,me64,sg33,Saketh Myneni,Sanam Singh,8,3,52,33,63,25,33,17,30,2,4,55,24,44,15,24,9,20
2016,https://www.atptour.com//en/scores/2016/891/QS009/match-stats?isLive=False,n558,pb37,N.Sriram Balaji,Hans Podlipnik-Castillo,4,1,65,33,51,26,33,10,18,4,3,66,40,61,25,40,8,21
2016,https://www.atptour.com//en/scores/2016/891/QS015/match-stats?isLive=False,kc04,ga94,Jozef Kovalik,Prajnesh Gunneswaran,3,5,73,36,49,26,36,5,13,2,5,68,40,59,19,40,3,19
2016,https://www.atptour.com//en/scores/2016/339/MS001/match-stats?isLive=False,r975,f324,Milos Raonic,Roger Federer,6,6,57,34,60,28,34,14,26,7,3,56,34,61,25,34,14,27
2016,https://www.atptour.com//en/scores/2016/339/MS002/match-stats?isLive=False,f324,tb69,Roger Federer,Dominic Thiem,6,0,55,27,49,23,27,12,22,2,4,56,31,55,18,31,9,24
2016,https://www.atptour.com//en/scores/2016/339/MS003/match-stats?isLive=False,r975,ta46,Milos Raonic,Bernard Tomic,13,3,62,49,79,40,49,19,30,10,3,64,54,84,41,54,16,30
2016,https://www.atptour.com//en/scores/2016/339/MS004/match-stats?isLive=False,f324,d875,Roger Federer,Grigor Dimitrov,7,1,63,52,83,45,52,19,31,8,2,60,62,104,46,62,21,42
2016,https://www.atptour.com//en/scores/2016/339/MS007/match-stats?isLive=False,ta46,n552,Bernard Tomic,Kei Nishikori,14,1,64,62,97,45,62,13,35,5,3,62,52,84,35,52,15,32
2016,https://www.atptour.com//en/scores/2016/339/MS005/match-stats?isLive=False,tb69,c977,Dominic Thiem,Marin Cilic,6,0,65,55,84,41,55,20,29,11,2,53,52,98,41,52,27,46
2016,https://www.atptour.com//en/scores/2016/339/MS006/match-stats?isLive=False,r975,pf39,Milos Raonic,Lucas Pouille,12,4,56,29,52,27,29,12,23,6,4,59,43,73,33,43,9,30
2016,https://www.atptour.com//en/scores/2016/339/MS008/match-stats?isLive=False,f324,k839,Roger Federer,Tobias Kamke,2,1,55,22,40,18,22,12,18,2,4,59,27,46,15,27,6,19
2016,https://www.atptour.com//en/scores/2016/339/MS015/match-stats?isLive=False,n552,k926,Kei Nishikori,Mikhail Kukushkin,5,2,66,40,61,29,40,13,21,3,0,62,36,58,23,36,10,22
2016,https://www.atptour.com//en/scores/2016/339/MS010/match-stats?isLive=False,c977,ch27,Marin Cilic,Hyeon Chung,18,3,57,44,77,37,44,16,33,5,2,63,50,79,36,50,15,29
2016,https://www.atptour.com//en/scores/2016/339/MS013/match-stats?isLive=False,r975,d646,Milos Raonic,Ivan Dodig,17,5,58,62,106,51,62,23,44,11,2,66,66,100,47,66,17,34
2016,https://www.atptour.com//en/scores/2016/339/MS012/match-stats?isLive=False,pf39,gb88,Lucas Pouille,David Goffin,13,4,54,57,106,45,57,24,49,9,1,54,50,92,40,50,20,42
2016,https://www.atptour.com//en/scores/2016/339/MS014/match-stats?isLive=False,ta46,s694,Bernard Tomic,Radek Stepanek,19,1,68,78,114,56,78,17,36,14,5,62,66,107,54,66,18,41
2016,https://www.atptour.com//en/scores/2016/339/MS011/match-stats?isLive=False,tb69,kb09,Dominic Thiem,Denis Kudla,7,1,73,33,45,28,33,8,12,0,2,56,27,48,19,27,8,21
2016,https://www.atptour.com//en/scores/2016/339/MS009/match-stats?isLive=False,d875,t840,Grigor Dimitrov,Viktor Troicki,9,4,60,70,117,51,70,25,47,9,1,63,76,120,51,76,23,44
2016,https://www.atptour.com//en/scores/2016/339/MS019/match-stats?isLive=False,d875,sd32,Grigor Dimitrov,Gilles Simon,8,6,57,46,81,36,46,18,35,2,3,60,55,91,36,55,16,36
2016,https://www.atptour.com//en/scores/2016/339/MS024/match-stats?isLive=False,gb88,bd20,David Goffin,Thomaz Bellucci,3,4,53,30,57,23,30,16,27,7,2,61,40,66,25,40,15,26
2016,https://www.atptour.com//en/scores/2016/339/MS028/match-stats?isLive=False,ta46,m873,Bernard Tomic,Nicolas Mahut,8,0,58,34,59,28,34,14,25,4,1,58,29,50,21,29,10,21
2016,https://www.atptour.com//en/scores/2016/339/MS023/match-stats?isLive=False,tb69,d994,Dominic Thiem,James Duckworth,4,2,60,48,80,35,48,21,32,14,1,45,42,93,32,42,26,51
2016,https://www.atptour.com//en/scores/2016/339/MS021/match-stats?isLive=False,ch27,g940,Hyeon Chung,Sam Groth,2,3,66,48,73,35,48,14,25,11,3,62,52,84,39,52,10,32
2016,https://www.atptour.com//en/scores/2016/339/MS026/match-stats?isLive=False,d646,ad23,Ivan Dodig,Oliver Anderson,11,2,61,30,49,24,30,13,19,3,1,58,30,52,22,30,9,22
2016,https://www.atptour.com//en/scores/2016/339/MS017/match-stats?isLive=False,k839,mk40,Tobias Kamke,Benjamin Mitchell,1,0,61,36,59,29,36,13,23,4,3,63,37,59,24,37,10,22
2016,https://www.atptour.com//en/scores/2016/339/MS022/match-stats?isLive=False,kb09,sj55,Denis Kudla,John-Patrick Smith,2,3,60,44,73,36,44,19,29,8,3,47,40,85,25,40,25,45
2016,https://www.atptour.com//en/scores/2016/339/MS030/match-stats?isLive=False,k926,i165,Mikhail Kukushkin,Denis Istomin,1,3,54,36,67,27,36,20,31,6,0,60,32,53,22,32,12,21
2016,https://www.atptour.com//en/scores/2016/339/MS025/match-stats?isLive=False,pf39,n732,Lucas Pouille,Yoshihito Nishioka,17,2,67,64,95,53,64,15,31,4,3,53,64,120,42,64,30,56
2016,https://www.atptour.com//en/scores/2016/339/MS029/match-stats?isLive=False,s694,l987,Radek Stepanek,Dusan Lajovic,3,2,52,25,48,18,25,16,23,0,2,54,25,46,15,25,8,21
2016,https://www.atptour.com//en/scores/2016/339/MS018/match-stats?isLive=False,t840,j386,Viktor Troicki,Steve Johnson,3,2,61,34,56,28,34,13,22,3,0,53,33,62,20,33,14,29
2016,https://www.atptour.com//en/scores/2016/339/QS004/match-stats?isLive=False,n732,g858,Yoshihito Nishioka,Ernests Gulbis,0,2,61,36,59,27,36,15,23,16,5,63,40,64,31,40,8,24
2016,https://www.atptour.com//en/scores/2016/339/QS005/match-stats?isLive=False,d646,dc58,Ivan Dodig,Jared Donaldson,8,3,55,40,73,34,40,23,33,8,2,61,54,89,38,54,20,35
2016,https://www.atptour.com//en/scores/2016/339/QS007/match-stats?isLive=False,ad23,sf62,Oliver Anderson,Tim Smyczek,8,2,59,65,110,44,65,25,45,12,5,60,62,104,41,62,19,42
2016,https://www.atptour.com//en/scores/2016/339/QS006/match-stats?isLive=False,k839,z254,Tobias Kamke,Jurgen Zopp,2,1,65,35,54,22,35,13,19,2,1,67,32,48,17,32,7,16
2016,https://www.atptour.com//en/scores/2016/339/QS008/match-stats?isLive=False,g858,ca99,Ernests Gulbis,Marius Copil,9,1,54,26,48,22,26,16,22,9,1,65,31,48,23,31,8,17
2016,https://www.atptour.com//en/scores/2016/339/QS010/match-stats?isLive=False,d646,j553,Ivan Dodig,Omar Jasika,8,2,68,34,50,27,34,9,16,0,5,56,28,50,16,28,8,22
2016,https://www.atptour.com//en/scores/2016/339/QS012/match-stats?isLive=False,z254,d776,Jurgen Zopp,Thiemo de Bakker,5,1,64,43,67,35,43,14,24,10,0,63,44,70,30,44,16,26
2016,https://www.atptour.com//en/scores/2016/339/QS014/match-stats?isLive=False,sf62,r977,Tim Smyczek,Matt Reid,8,3,76,86,113,60,86,13,27,10,4,54,53,98,38,53,22,45
2016,https://www.atptour.com//en/scores/2016/339/QS009/match-stats?isLive=False,n732,k540,Yoshihito Nishioka,Lukasz Kubot,4,0,69,35,51,26,35,8,16,0,8,58,25,43,15,25,3,18
2016,https://www.atptour.com//en/scores/2016/339/QS011/match-stats?isLive=False,dc58,h996,Jared Donaldson,Pierre-Hugues Herbert,3,3,56,40,72,34,40,15,32,11,6,56,52,93,41,52,17,41
2016,https://www.atptour.com//en/scores/2016/339/QS013/match-stats?isLive=False,k839,gb93,Tobias Kamke,Norbert Gombos,1,4,46,27,59,21,27,17,32,5,10,66,37,56,24,37,7,19
2016,https://www.atptour.com//en/scores/2016/339/QS015/match-stats?isLive=False,ad23,n674,Oliver Anderson,Dennis Novikov,5,3,60,60,100,43,60,22,40,11,4,56,49,87,37,49,20,38
2016,https://www.atptour.com//en/scores/2016/301/MS001/match-stats?isLive=False,bd06,sm25,Roberto Bautista Agut,Jack Sock,2,2,71,15,21,14,15,2,6,0,3,40,10,25,5,10,5,15
2016,https://www.atptour.com//en/scores/2016/301/MS002/match-stats?isLive=False,sm25,f401,Jack Sock,David Ferrer,13,1,51,34,67,28,34,19,33,3,2,67,40,60,28,40,11,20
2016,https://www.atptour.com//en/scores/2016/301/MS003/match-stats?isLive=False,bd06,t786,Roberto Bautista Agut,Jo-Wilfried Tsonga,3,5,60,65,109,49,65,23,44,16,1,57,59,103,47,59,21,44
2016,https://www.atptour.com//en/scores/2016/301/MS004/match-stats?isLive=False,f401,r685,David Ferrer,Lukas Rosol,5,1,64,37,58,26,37,16,21,2,1,57,31,54,24,31,9,23
2016,https://www.atptour.com//en/scores/2016/301/MS007/match-stats?isLive=False,t786,f510,Jo-Wilfried Tsonga,Fabio Fognini,12,3,60,45,75,38,45,17,30,3,1,65,52,80,36,52,16,28
2016,https://www.atptour.com//en/scores/2016/301/MS006/match-stats?isLive=False,bd06,i186,Roberto Bautista Agut,John Isner,4,5,61,56,92,44,56,14,36,17,1,70,53,76,39,53,12,23
2016,https://www.atptour.com//en/scores/2016/301/MS005/match-stats?isLive=False,sm25,a678,Jack Sock,Kevin Anderson,7,4,58,44,76,36,44,18,32,14,5,59,47,80,39,47,17,33
2016,https://www.atptour.com//en/scores/2016/301/MS008/match-stats?isLive=False,f401,bh98,David Ferrer,Matthew Barton,1,0,55,26,47,23,26,13,21,6,2,59,35,59,22,35,12,24
2016,https://www.atptour.com//en/scores/2016/301/MS015/match-stats?isLive=False,t786,k435,Jo-Wilfried Tsonga,Philipp Kohlschreiber,4,1,73,41,56,31,41,11,15,1,4,57,31,54,24,31,10,23
2016,https://www.atptour.com//en/scores/2016/301/MS013/match-stats?isLive=False,i186,q927,John Isner,Sam Querrey,31,4,75,81,108,68,81,15,27,21,7,62,74,119,61,74,22,45
2016,https://www.atptour.com//en/scores/2016/301/MS010/match-stats?isLive=False,a678,h756,Kevin Anderson,Robin Haase,8,3,53,45,85,35,45,22,40,2,4,51,41,81,36,41,19,40
2016,https://www.atptour.com//en/scores/2016/301/MS009/match-stats?isLive=False,r685,pd31,Lukas Rosol,Benoit Paire,2,2,54,39,72,29,39,20,33,13,5,69,59,85,44,59,7,26
2016,https://www.atptour.com//en/scores/2016/301/MS014/match-stats?isLive=False,f510,d776,Fabio Fognini,Thiemo de Bakker,2,1,61,23,38,20,23,8,15,6,3,52,22,42,10,22,8,20
2016,https://www.atptour.com//en/scores/2016/301/MS012/match-stats?isLive=False,bd06,y124,Roberto Bautista Agut,Donald Young,8,2,70,51,73,38,51,15,22,3,2,61,42,69,32,42,14,27
2016,https://www.atptour.com//en/scores/2016/301/MS011/match-stats?isLive=False,sm25,pd07,Jack Sock,Vasek Pospisil,8,3,53,27,51,25,27,13,24,7,4,59,42,71,26,42,15,29
2016,https://www.atptour.com//en/scores/2016/301/MS019/match-stats?isLive=False,pd31,v576,Benoit Paire,Michael Venus,11,6,45,42,93,35,42,27,51,3,2,59,41,69,34,41,12,28
