year,match link,p1 id (winner),p2 id (loser),p1 name,p2 name,p1 aces,p1 double faults,p1 FSP,p1 total first serves made,p1 total first serves hit,p1 total first serve points won,p1 total first serve points,p1 total second serve point won,p1 total second serve points,p2 aces,p2 double faults,p2 FSP,p2 total first serves made,p2 total first serves hit,p2 total first serve points won,p2 total first serve points,p2 total second serve point won,p2 total second serve points
1993,https://www.atptour.com//en/scores/1993/451/MS021/match-stats?isLive=False,s454,d214,Stephane Simian,Martin Damm,7,4,51,38,75,28,38,17,37,7,3,52,39,75,30,39,17,36
1993,https://www.atptour.com//en/scores/1993/450/MS001/match-stats?isLive=False,r016,d015,Richey Reneberg,Olivier Delaitre,5,0,61,0,51,23,31,13,20,0,3,51,23,45,14,23,9,22
1993,https://www.atptour.com//en/scores/1993/450/MS003/match-stats?isLive=False,d015,h223,Olivier Delaitre,Paul Haarhuis,7,5,47,37,79,31,37,23,42,2,1,62,45,73,29,45,15,28
1993,https://www.atptour.com//en/scores/1993/450/MS002/match-stats?isLive=False,r016,p048,Richey Reneberg,Chris Pridham,1,0,38,0,37,12,14,17,23,1,3,41,17,41,8,17,9,24
1993,https://www.atptour.com//en/scores/1993/450/MS006/match-stats?isLive=False,h223,p273,Paul Haarhuis,David Prinosil,0,1,52,25,48,20,25,11,23,1,1,59,26,44,12,26,9,18
1993,https://www.atptour.com//en/scores/1993/450/MS005/match-stats?isLive=False,p048,s424,Chris Pridham,Fabrice Santoro,5,1,69,61,88,43,61,15,27,4,6,73,58,79,46,58,10,21
1993,https://www.atptour.com//en/scores/1993/450/MS007/match-stats?isLive=False,d015,j084,Olivier Delaitre,Lars Jonsson,9,5,48,39,81,30,39,21,42,4,2,58,54,93,34,54,15,39
1993,https://www.atptour.com//en/scores/1993/450/MS004/match-stats?isLive=False,r016,a006,Richey Reneberg,Ronald Agenor,7,4,62,46,74,34,46,13,28,9,1,56,40,71,31,40,11,31
1993,https://www.atptour.com//en/scores/1993/450/MS013/match-stats?isLive=False,h223,b267,Paul Haarhuis,Rikard Bergh,6,2,63,59,93,38,59,19,34,5,3,45,50,110,40,50,27,60
1993,https://www.atptour.com//en/scores/1993/450/MS010/match-stats?isLive=False,s424,r186,Fabrice Santoro,Guillaume Raoux,0,1,76,51,67,29,51,10,16,0,2,28,13,47,8,13,12,34
1993,https://www.atptour.com//en/scores/1993/450/MS014/match-stats?isLive=False,d015,l009,Olivier Delaitre,Leonardo Lavalle,5,2,53,23,43,19,23,11,20,4,4,50,29,58,16,29,9,29
1993,https://www.atptour.com//en/scores/1993/450/MS009/match-stats?isLive=False,r016,e106,Richey Reneberg,Jacco Eltingh,2,1,61,28,46,23,28,12,18,5,1,56,28,50,17,28,6,22
1993,https://www.atptour.com//en/scores/1993/450/MS008/match-stats?isLive=False,a006,v014,Ronald Agenor,Christo Van Rensburg,8,3,58,47,81,37,47,18,34,3,5,57,52,91,40,52,21,39
1993,https://www.atptour.com//en/scores/1993/450/MS015/match-stats?isLive=False,j084,k202,Lars Jonsson,Lars Koslowski,3,2,42,20,48,15,20,17,28,4,5,49,29,59,17,29,12,30
1993,https://www.atptour.com//en/scores/1993/450/MS011/match-stats?isLive=False,p048,m093,Chris Pridham,Alexander Mronz,5,1,52,32,62,27,32,17,30,5,2,50,37,74,26,37,19,37
1993,https://www.atptour.com//en/scores/1993/450/MS012/match-stats?isLive=False,p273,p208,David Prinosil,Bent-Ove Pedersen,2,4,50,25,50,20,25,17,25,2,1,44,29,66,18,29,22,37
1993,https://www.atptour.com//en/scores/1993/450/MS016/match-stats?isLive=False,v014,h191,Christo Van Rensburg,Henrik Holm,0,4,56,29,52,26,29,12,23,1,6,61,43,70,27,43,11,27
1993,https://www.atptour.com//en/scores/1993/450/MS031/match-stats?isLive=False,k202,s080,Lars Koslowski,Carl-Uwe Steeb,2,4,57,52,92,30,52,20,40,8,2,47,52,110,35,52,21,58
1993,https://www.atptour.com//en/scores/1993/450/MS027/match-stats?isLive=False,h223,s102,Paul Haarhuis,Andrew Sznajder,1,1,63,54,86,34,54,18,32,1,3,59,45,76,29,45,16,31
1993,https://www.atptour.com//en/scores/1993/450/MS020/match-stats?isLive=False,s424,m221,Fabrice Santoro,Adam Malik,0,2,71,52,73,37,52,13,21,3,4,55,45,82,33,45,16,37
1993,https://www.atptour.com//en/scores/1993/450/MS024/match-stats?isLive=False,p273,t136,David Prinosil,Jeff Tarango,8,2,49,44,89,35,44,23,45,2,3,60,72,120,48,72,20,48
1993,https://www.atptour.com//en/scores/1993/450/MS023/match-stats?isLive=False,m093,g108,Alexander Mronz,Rodolphe Gilbert,5,0,50,0,60,22,30,17,30,2,1,43,20,47,14,20,8,27
1993,https://www.atptour.com//en/scores/1993/450/MS028/match-stats?isLive=False,d015,w150,Olivier Delaitre,Chris Wilkinson,6,5,54,30,56,25,30,12,26,6,5,57,54,94,36,54,13,40
1993,https://www.atptour.com//en/scores/1993/450/MS019/match-stats?isLive=False,e106,g235,Jacco Eltingh,Sander Groen,4,2,52,23,44,19,23,15,21,5,1,70,40,57,26,40,4,17
1993,https://www.atptour.com//en/scores/1993/450/MS017/match-stats?isLive=False,a006,p021,Ronald Agenor,Diego Perez,2,1,52,40,77,26,40,21,37,1,5,34,19,56,13,19,14,37
1993,https://www.atptour.com//en/scores/1993/450/MS026/match-stats?isLive=False,b267,w134,Rikard Bergh,Bing Chao Lin,8,1,48,33,69,31,33,17,36,3,2,65,56,86,35,56,16,30
1993,https://www.atptour.com//en/scores/1993/450/MS030/match-stats?isLive=False,j084,p014,Lars Jonsson,Brad Pearce,8,1,60,45,75,34,45,14,30,1,1,58,40,69,21,40,10,29
1993,https://www.atptour.com//en/scores/1993/450/MS029/match-stats?isLive=False,l009,s288,Leonardo Lavalle,Christian Saceanu,5,7,58,53,91,38,53,17,38,4,13,59,68,115,42,68,19,47
1993,https://www.atptour.com//en/scores/1993/450/MS025/match-stats?isLive=False,p208,m399,Bent-Ove Pedersen,Francisco Montana,6,1,56,36,64,26,36,16,28,2,0,67,39,58,21,39,12,19
1993,https://www.atptour.com//en/scores/1993/450/MS022/match-stats?isLive=False,p048,v141,Chris Pridham,Daniel Vacek,4,1,54,26,48,18,26,16,22,6,5,54,28,52,16,28,12,24
1993,https://www.atptour.com//en/scores/1993/450/MS021/match-stats?isLive=False,r186,a176,Guillaume Raoux,Jan Apell,3,0,47,0,55,22,26,16,29,2,3,67,33,49,23,33,7,16
1993,https://www.atptour.com//en/scores/1993/450/MS018/match-stats?isLive=False,r016,r271,Richey Reneberg,Ramayah Ramachandran,4,2,55,23,42,20,23,12,19,0,1,53,16,30,5,16,4,14
1993,https://www.atptour.com//en/scores/1993/7308/MS001/match-stats?isLive=False,k181,b040,Nicklas Kulti,Christian Bergstrom,6,4,48,53,111,37,53,26,58,2,3,61,58,95,38,58,16,37
1993,https://www.atptour.com//en/scores/1993/7308/MS003/match-stats?isLive=False,b040,f164,Christian Bergstrom,Richard Fromberg,1,2,61,45,74,31,45,16,29,5,2,60,35,58,21,35,12,23
1993,https://www.atptour.com//en/scores/1993/7308/MS002/match-stats?isLive=False,k181,s403,Nicklas Kulti,Jonathan Stark,2,4,46,36,78,25,36,25,42,10,3,52,45,86,34,45,19,41
1993,https://www.atptour.com//en/scores/1993/7308/MS005/match-stats?isLive=False,k181,v037,Nicklas Kulti,Alexander Volkov,6,6,51,39,77,30,39,19,38,6,6,52,41,79,31,41,22,38
1993,https://www.atptour.com//en/scores/1993/7308/MS006/match-stats?isLive=False,b040,p226,Christian Bergstrom,Cedric Pioline,2,4,59,47,80,34,47,21,33,6,0,59,47,79,29,47,20,32
1993,https://www.atptour.com//en/scores/1993/7308/MS007/match-stats?isLive=False,f164,f028,Richard Fromberg,John Fitzgerald,8,2,53,31,59,23,31,19,28,1,3,69,43,62,30,43,8,19
1993,https://www.atptour.com//en/scores/1993/7308/MS004/match-stats?isLive=False,s403,o099,Jonathan Stark,Alex O'Brien,10,5,57,37,65,28,37,12,28,0,0,64,28,44,13,28,6,16
1993,https://www.atptour.com//en/scores/1993/7308/MS008/match-stats?isLive=False,o099,k214,Alex O'Brien,Richard Krajicek,0,3,67,42,63,33,42,9,21,9,5,65,44,68,29,44,12,24
1993,https://www.atptour.com//en/scores/1993/7308/MS010/match-stats?isLive=False,v037,n117,Alexander Volkov,Markus Naewie,2,1,52,23,44,16,23,16,21,2,1,64,25,39,8,25,8,14
1993,https://www.atptour.com//en/scores/1993/7308/MS013/match-stats?isLive=False,p226,m442,Cedric Pioline,Todd Martin,3,0,75,0,44,25,33,8,11,4,1,67,33,49,20,33,7,16
1993,https://www.atptour.com//en/scores/1993/7308/MS012/match-stats?isLive=False,b040,r043,Christian Bergstrom,Derrick Rostagno,4,2,52,23,44,16,23,13,21,2,3,82,41,50,22,41,2,9
1993,https://www.atptour.com//en/scores/1993/7308/MS015/match-stats?isLive=False,f028,s331,John Fitzgerald,Jason Stoltenberg,3,3,64,38,59,27,38,12,21,2,2,58,31,53,21,31,8,22
1993,https://www.atptour.com//en/scores/1993/7308/MS014/match-stats?isLive=False,f164,p012,Richard Fromberg,David Pate,9,1,68,58,85,47,58,18,27,1,4,62,66,106,51,66,18,40
1993,https://www.atptour.com//en/scores/1993/7308/MS011/match-stats?isLive=False,k181,m408,Nicklas Kulti,Jamie Morgan,3,0,61,0,57,29,35,14,22,5,1,60,34,57,25,34,13,23
1993,https://www.atptour.com//en/scores/1993/7308/MS009/match-stats?isLive=False,s403,b429,Jonathan Stark,Jordi Burillo,4,1,73,54,74,39,54,12,20,7,6,54,40,74,31,40,12,34
1993,https://www.atptour.com//en/scores/1993/7308/MS016/match-stats?isLive=False,k214,e113,Richard Krajicek,Thomas Enqvist,14,1,72,34,47,28,34,6,13,2,5,57,32,56,17,32,10,24
1993,https://www.atptour.com//en/scores/1993/7308/MS031/match-stats?isLive=False,f028,b350,John Fitzgerald,Sergi Bruguera,3,3,52,48,92,36,48,26,44,11,3,54,64,119,46,64,29,55
1993,https://www.atptour.com//en/scores/1993/7308/MS020/match-stats?isLive=False,v037,s101,Alexander Volkov,Jonas Svensson,6,2,43,28,65,23,28,27,37,2,0,68,43,63,31,43,9,20
1993,https://www.atptour.com//en/scores/1993/7308/MS027/match-stats?isLive=False,p226,s443,Cedric Pioline,Sandon Stolle,4,2,62,31,50,23,31,11,19,2,3,44,28,63,18,28,13,35
1993,https://www.atptour.com//en/scores/1993/7308/MS024/match-stats?isLive=False,r043,l206,Derrick Rostagno,Magnus Larsson,2,2,66,40,61,31,40,11,21,4,0,73,33,45,20,33,8,12
1993,https://www.atptour.com//en/scores/1993/7308/MS023/match-stats?isLive=False,k181,w035,Nicklas Kulti,Mark Woodforde,8,1,55,42,76,28,42,20,34,6,2,51,31,61,23,31,18,30
1993,https://www.atptour.com//en/scores/1993/7308/MS019/match-stats?isLive=False,b429,w123,Jordi Burillo,David Wheaton,7,0,63,0,38,19,24,14,14,1,3,45,19,42,12,19,9,23
1993,https://www.atptour.com//en/scores/1993/7308/MS028/match-stats?isLive=False,f164,g182,Richard Fromberg,Magnus Gustafsson,3,2,59,60,102,43,60,24,42,3,3,66,73,110,50,73,17,37
1993,https://www.atptour.com//en/scores/1993/7308/MS025/match-stats?isLive=False,b040,c328,Christian Bergstrom,Kenneth Carlsen,5,2,53,39,73,26,39,24,34,8,0,63,42,67,28,42,11,25
1993,https://www.atptour.com//en/scores/1993/7308/MS026/match-stats?isLive=False,m442,s380,Todd Martin,Bryan Shelton,9,3,60,79,132,52,79,28,53,13,8,51,54,105,37,54,26,51
1993,https://www.atptour.com//en/scores/1993/7308/MS022/match-stats?isLive=False,m408,k190,Jamie Morgan,Bernd Karbacher,6,1,53,31,58,26,31,14,27,5,2,66,38,58,24,38,11,20
1993,https://www.atptour.com//en/scores/1993/7308/MS021/match-stats?isLive=False,n117,b473,Markus Naewie,Steven Baldas,3,2,49,20,41,18,20,15,21,1,1,58,35,60,20,35,12,25
1993,https://www.atptour.com//en/scores/1993/7308/MS017/match-stats?isLive=False,o099,d049,Alex O'Brien,Broderick Dyke,5,3,64,55,86,35,55,17,31,4,1,63,59,94,39,59,17,35
1993,https://www.atptour.com//en/scores/1993/7308/MS029/match-stats?isLive=False,p012,d191,David Pate,David Dilucia,2,0,64,0,45,27,29,13,16,3,4,59,35,59,25,35,14,24
1993,https://www.atptour.com//en/scores/1993/7308/MS018/match-stats?isLive=False,s403,w136,Jonathan Stark,Todd Woodbridge,3,1,63,26,41,23,26,10,15,1,4,54,26,48,15,26,9,22
1993,https://www.atptour.com//en/scores/1993/7308/MS030/match-stats?isLive=False,s331,o098,Jason Stoltenberg,Marcos Ondruska,4,6,54,42,78,29,42,16,36,1,4,45,28,62,18,28,13,34
1993,https://www.atptour.com//en/scores/1993/494/MS001/match-stats?isLive=False,c274,s080,Michael Chang,Carl-Uwe Steeb,5,1,47,36,76,24,36,22,40,2,0,57,43,75,24,43,13,32
1993,https://www.atptour.com//en/scores/1993/494/MS002/match-stats?isLive=False,c274,e106,Michael Chang,Jacco Eltingh,2,1,48,26,54,20,26,21,28,5,4,60,33,55,28,33,9,22
1993,https://www.atptour.com//en/scores/1993/494/MS003/match-stats?isLive=False,s080,h223,Carl-Uwe Steeb,Paul Haarhuis,2,0,58,0,52,24,30,11,22,1,0,63,32,51,20,32,6,19
1993,https://www.atptour.com//en/scores/1993/494/MS004/match-stats?isLive=False,c274,g108,Michael Chang,Rodolphe Gilbert,0,0,43,0,23,9,10,11,13,0,0,52,22,42,11,22,10,20
1993,https://www.atptour.com//en/scores/1993/494/MS007/match-stats?isLive=False,s080,p273,Carl-Uwe Steeb,David Prinosil,3,0,69,0,52,26,36,11,16,3,1,43,21,49,12,21,17,28
1993,https://www.atptour.com//en/scores/1993/494/MS006/match-stats?isLive=False,h223,r016,Paul Haarhuis,Richey Reneberg,6,0,65,0,52,27,34,8,18,1,0,55,32,58,17,32,13,26
1993,https://www.atptour.com//en/scores/1993/494/MS005/match-stats?isLive=False,e106,s424,Jacco Eltingh,Fabrice Santoro,3,5,56,48,86,36,48,17,38,1,4,68,46,68,29,46,12,22
1993,https://www.atptour.com//en/scores/1993/494/MS008/match-stats?isLive=False,c274,p045,Michael Chang,Gianluca Pozzi,2,1,40,18,45,16,18,16,27,0,0,34,13,38,5,13,10,25
1993,https://www.atptour.com//en/scores/1993/494/MS015/match-stats?isLive=False,s080,o009,Carl-Uwe Steeb,Andrei Olhovskiy,3,0,64,0,75,36,48,17,27,7,3,51,33,65,24,33,18,32
1993,https://www.atptour.com//en/scores/1993/494/MS010/match-stats?isLive=False,s424,r186,Fabrice Santoro,Guillaume Raoux,1,2,57,25,44,20,25,11,19,0,4,31,15,48,8,15,13,33
1993,https://www.atptour.com//en/scores/1993/494/MS012/match-stats?isLive=False,r016,t136,Richey Reneberg,Jeff Tarango,2,1,42,24,57,17,24,21,33,6,8,42,27,64,21,27,13,37
1993,https://www.atptour.com//en/scores/1993/494/MS009/match-stats?isLive=False,g108,s381,Rodolphe Gilbert,Jan Siemerink,8,1,58,64,110,44,64,25,46,8,5,44,44,101,35,44,28,57
1993,https://www.atptour.com//en/scores/1993/494/MS014/match-stats?isLive=False,p273,h228,David Prinosil,Luis Herrera,0,4,52,40,77,25,40,19,37,2,6,60,49,82,28,49,13,33
1993,https://www.atptour.com//en/scores/1993/494/MS011/match-stats?isLive=False,e106,s055,Jacco Eltingh,Horst Skoff,15,10,51,44,87,38,44,15,43,4,6,41,38,92,26,38,27,54
1993,https://www.atptour.com//en/scores/1993/494/MS016/match-stats?isLive=False,c274,a006,Michael Chang,Ronald Agenor,2,1,46,30,65,20,30,19,35,1,1,63,41,65,21,41,10,24
1993,https://www.atptour.com//en/scores/1993/494/MS031/match-stats?isLive=False,s080,r177,Carl-Uwe Steeb,Francisco Roig,1,0,46,0,56,17,26,21,30,2,4,53,31,58,18,31,13,27
1993,https://www.atptour.com//en/scores/1993/494/MS027/match-stats?isLive=False,h223,l009,Paul Haarhuis,Leonardo Lavalle,3,1,71,39,55,29,39,14,16,4,7,46,34,74,26,34,19,40
1993,https://www.atptour.com//en/scores/1993/494/MS020/match-stats?isLive=False,s424,w134,Fabrice Santoro,Bing Chao Lin,0,0,68,0,50,22,34,10,16,0,2,65,34,52,17,34,7,18
1993,https://www.atptour.com//en/scores/1993/494/MS024/match-stats?isLive=False,t136,s537,Jeff Tarango,Suwandi Suwandi,2,4,61,51,83,29,51,14,32,4,4,53,51,97,31,51,17,46
1993,https://www.atptour.com//en/scores/1993/494/MS023/match-stats?isLive=False,s055,g039,Horst Skoff,Jim Grabb,2,3,51,37,72,29,37,22,35,8,9,63,46,73,34,46,11,27
1993,https://www.atptour.com//en/scores/1993/494/MS019/match-stats?isLive=False,s381,b305,Jan Siemerink,Karsten Braasch,3,6,43,27,63,22,27,22,36,4,1,59,37,63,23,37,16,26
1993,https://www.atptour.com//en/scores/1993/494/MS028/match-stats?isLive=False,h228,m399,Luis Herrera,Francisco Montana,2,2,56,32,57,24,32,15,25,0,2,59,43,73,22,43,16,30
1993,https://www.atptour.com//en/scores/1993/494/MS022/match-stats?isLive=False,e106,s315,Jacco Eltingh,Gilbert Schaller,12,5,52,30,58,27,30,14,28,1,1,65,36,55,22,36,9,19
1993,https://www.atptour.com//en/scores/1993/494/MS018/match-stats?isLive=False,g108,m063,Rodolphe Gilbert,Claudio Mezzadri,5,8,39,42,107,35,42,29,65,0,1,58,39,67,25,39,14,28
1993,https://www.atptour.com//en/scores/1993/494/MS026/match-stats?isLive=False,k030,n109,Patrik Kuhnen,Diego Nargiso,2,2,52,40,77,29,40,23,37,6,6,53,42,80,29,42,19,38
1993,https://www.atptour.com//en/scores/1993/494/MS030/match-stats?isLive=False,o009,w150,Andrei Olhovskiy,Chris Wilkinson,9,4,53,48,90,40,48,16,42,6,2,60,49,82,31,49,13,33
1993,https://www.atptour.com//en/scores/1993/494/MS017/match-stats?isLive=False,p045,j084,Gianluca Pozzi,Lars Jonsson,1,3,37,23,62,15,23,14,39,0,3,59,41,70,21,41,13,29
1993,https://www.atptour.com//en/scores/1993/494/MS029/match-stats?isLive=False,p273,d015,David Prinosil,Olivier Delaitre,6,0,55,0,58,24,32,16,26,4,5,51,40,79,24,40,18,39
1993,https://www.atptour.com//en/scores/1993/494/MS021/match-stats?isLive=False,r186,s288,Guillaume Raoux,Christian Saceanu,4,1,58,31,53,22,31,14,22,5,4,67,34,51,21,34,5,17
1993,https://www.atptour.com//en/scores/1993/494/MS025/match-stats?isLive=False,r016,v014,Richey Reneberg,Christo Van Rensburg,3,4,59,38,64,24,38,16,26,3,3,61,47,77,29,47,11,30
1993,https://www.atptour.com//en/scores/1993/338/MS001/match-stats?isLive=False,s402,m099,Pete Sampras,Thomas Muster,6,5,55,43,78,33,43,16,35,6,4,45,30,66,19,30,19,36
1993,https://www.atptour.com//en/scores/1993/338/MS002/match-stats?isLive=False,s402,m012,Pete Sampras,Amos Mansdorf,12,6,57,33,58,28,33,15,25,4,1,61,46,75,29,46,16,29
1993,https://www.atptour.com//en/scores/1993/338/MS003/match-stats?isLive=False,m099,c009,Thomas Muster,Omar Camporese,5,0,65,0,51,23,33,12,18,3,5,43,30,69,21,30,16,39
1993,https://www.atptour.com//en/scores/1993/338/MS004/match-stats?isLive=False,s402,k181,Pete Sampras,Nicklas Kulti,12,2,59,29,49,25,29,13,20,8,2,43,29,67,19,29,18,38
1993,https://www.atptour.com//en/scores/1993/338/MS006/match-stats?isLive=False,c009,f196,Omar Camporese,Wayne Ferreira,2,2,46,39,85,34,39,26,46,3,0,60,47,78,37,47,18,31
1993,https://www.atptour.com//en/scores/1993/338/MS007/match-stats?isLive=False,m099,s101,Thomas Muster,Jonas Svensson,3,1,57,42,74,35,42,24,32,4,0,68,63,93,47,63,16,30
1993,https://www.atptour.com//en/scores/1993/338/MS005/match-stats?isLive=False,m012,w123,Amos Mansdorf,David Wheaton,5,0,63,0,49,26,31,13,18,1,2,55,37,67,23,37,12,30
1993,https://www.atptour.com//en/scores/1993/338/MS008/match-stats?isLive=False,s402,w035,Pete Sampras,Mark Woodforde,9,3,62,43,69,34,43,13,26,3,3,59,30,51,24,30,9,21
1993,https://www.atptour.com//en/scores/1993/338/MS013/match-stats?isLive=False,f196,s443,Wayne Ferreira,Sandon Stolle,8,1,58,30,52,23,30,15,22,3,6,48,29,60,20,29,13,31
1993,https://www.atptour.com//en/scores/1993/338/MS014/match-stats?isLive=False,m099,f164,Thomas Muster,Richard Fromberg,0,3,60,39,65,31,39,17,26,19,7,58,54,93,43,54,14,39
1993,https://www.atptour.com//en/scores/1993/338/MS009/match-stats?isLive=False,k181,h191,Nicklas Kulti,Henrik Holm,0,2,59,37,63,29,37,15,26,8,8,52,32,62,20,32,18,30
1993,https://www.atptour.com//en/scores/1993/338/MS012/match-stats?isLive=False,c009,t195,Omar Camporese,Michael Tebbutt,7,3,49,44,90,35,44,25,46,8,3,36,30,83,26,30,27,53
1993,https://www.atptour.com//en/scores/1993/338/MS011/match-stats?isLive=False,m012,b040,Amos Mansdorf,Christian Bergstrom,2,0,64,0,50,26,32,15,18,4,1,67,43,64,25,43,10,21
1993,https://www.atptour.com//en/scores/1993/338/MS015/match-stats?isLive=False,s101,s014,Jonas Svensson,Emilio Sanchez,9,0,81,0,75,42,61,7,14,6,2,52,32,61,22,32,16,29
1993,https://www.atptour.com//en/scores/1993/338/MS010/match-stats?isLive=False,w123,p226,David Wheaton,Cedric Pioline,5,3,54,46,85,31,46,22,39,5,3,59,59,100,39,59,17,41
1993,https://www.atptour.com//en/scores/1993/338/MS016/match-stats?isLive=False,s402,m475,Pete Sampras,Andrei Medvedev,10,10,61,50,82,38,50,13,32,6,1,59,40,68,31,40,10,28
