year,match link,p1 id (winner),p2 id (loser),p1 name,p2 name,p1 aces,p1 double faults,p1 FSP,p1 total first serves made,p1 total first serves hit,p1 total first serve points won,p1 total first serve points,p1 total second serve point won,p1 total second serve points,p2 aces,p2 double faults,p2 FSP,p2 total first serves made,p2 total first serves hit,p2 total first serve points won,p2 total first serve points,p2 total second serve point won,p2 total second serve points
2003,https://www.atptour.com//en/scores/2003/891/MS022/match-stats?isLive=False,p305,g319,Albert Portas,Jerome Golmard,2,1,40,4,10,4,4,3,6,0,0,50,2,4,2,2,2,2
2003,https://www.atptour.com//en/scores/2003/891/MS029/match-stats?isLive=False,s545,v206,Sargis Sargsian,Julien Varlet,5,3,68,43,63,28,43,9,20,0,1,76,42,55,22,42,4,13
2003,https://www.atptour.com//en/scores/2003/891/MS030/match-stats?isLive=False,v201,p488,John van Lottum,Olivier Patience,6,0,65,39,60,33,39,13,21,0,2,55,30,55,23,30,15,25
2003,https://www.atptour.com//en/scores/2003/891/MS017/match-stats?isLive=False,v207,a487,Jiri Vanek,Prakash Amritraj,7,1,60,31,52,25,31,11,21,2,4,60,28,47,18,28,7,19
2003,https://www.atptour.com//en/scores/2003/7308/MS001/match-stats?isLive=False,d402,v309,Nikolay Davydenko,Kristof Vliegen,0,1,76,53,70,34,53,13,17,5,2,68,41,60,30,41,7,19
2003,https://www.atptour.com//en/scores/2003/7308/MS003/match-stats?isLive=False,d402,v166,Nikolay Davydenko,Adrian Voinea,6,0,70,32,46,20,32,9,14,1,3,50,27,54,11,27,9,27
2003,https://www.atptour.com//en/scores/2003/7308/MS002/match-stats?isLive=False,v309,k214,Kristof Vliegen,Richard Krajicek,6,3,57,62,109,47,62,26,47,24,7,47,44,94,38,44,27,50
2003,https://www.atptour.com//en/scores/2003/7308/MS006/match-stats?isLive=False,d402,z073,Nikolay Davydenko,Mariano Zabaleta,2,4,58,36,62,25,36,17,26,0,5,54,39,72,23,39,15,33
2003,https://www.atptour.com//en/scores/2003/7308/MS005/match-stats?isLive=False,v309,m590,Kristof Vliegen,Alberto Martin,2,2,65,37,57,26,37,14,20,0,6,58,32,55,22,32,10,23
2003,https://www.atptour.com//en/scores/2003/7308/MS004/match-stats?isLive=False,k214,v303,Richard Krajicek,Brian Vahaly,12,3,47,25,53,23,25,12,28,0,2,75,36,48,20,36,5,12
2003,https://www.atptour.com//en/scores/2003/7308/MS007/match-stats?isLive=False,v166,d272,Adrian Voinea,Antony Dupuis,1,4,66,48,73,38,48,16,25,12,3,51,37,73,26,37,23,36
2003,https://www.atptour.com//en/scores/2003/7308/MS015/match-stats?isLive=False,d272,m595,Antony Dupuis,Max Mirnyi,8,1,60,36,60,32,36,17,24,9,1,60,37,62,31,37,13,25
2003,https://www.atptour.com//en/scores/2003/7308/MS013/match-stats?isLive=False,d402,l360,Nikolay Davydenko,Ivan Ljubicic,6,5,54,55,102,42,55,21,47,10,8,51,53,103,40,53,20,50
2003,https://www.atptour.com//en/scores/2003/7308/MS012/match-stats?isLive=False,z073,v232,Mariano Zabaleta,Martin Verkerk,3,1,63,29,46,27,29,10,17,4,3,62,38,61,25,38,10,23
2003,https://www.atptour.com//en/scores/2003/7308/MS011/match-stats?isLive=False,m590,g628,Alberto Martin,Richard Gasquet,3,5,60,31,52,25,31,11,21,4,5,54,34,63,19,34,14,29
2003,https://www.atptour.com//en/scores/2003/7308/MS009/match-stats?isLive=False,v303,s544,Brian Vahaly,Vincent Spadea,0,3,72,46,64,33,46,8,18,2,5,60,41,68,25,41,10,27
2003,https://www.atptour.com//en/scores/2003/7308/MS008/match-stats?isLive=False,k214,s568,Richard Krajicek,Franco Squillari,10,6,52,33,63,28,33,16,30,1,4,46,24,52,20,24,14,28
2003,https://www.atptour.com//en/scores/2003/7308/MS010/match-stats?isLive=False,v309,p398,Kristof Vliegen,Arvind Parmar,3,0,67,29,43,21,29,12,14,0,3,55,26,47,16,26,9,21
2003,https://www.atptour.com//en/scores/2003/7308/MS014/match-stats?isLive=False,v166,k379,Adrian Voinea,Alex Kim,12,3,60,36,60,30,36,9,24,1,0,73,32,44,15,32,9,12
2003,https://www.atptour.com//en/scores/2003/7308/MS016/match-stats?isLive=False,s568,f196,Franco Squillari,Wayne Ferreira,5,4,46,33,71,25,33,21,38,6,2,51,41,81,29,41,17,40
2003,https://www.atptour.com//en/scores/2003/7308/MS031/match-stats?isLive=False,m595,g372,Max Mirnyi,Stefano Galvani,9,1,58,34,59,29,34,17,25,6,3,65,37,57,27,37,12,20
2003,https://www.atptour.com//en/scores/2003/7308/MS020/match-stats?isLive=False,v309,e113,Kristof Vliegen,Thomas Enqvist,7,4,67,52,78,37,52,17,26,5,4,61,49,80,36,49,16,31
2003,https://www.atptour.com//en/scores/2003/7308/MS027/match-stats?isLive=False,l360,m805,Ivan Ljubicic,Jeff Morrison,3,2,45,25,56,21,25,20,31,4,6,47,26,55,19,26,16,29
2003,https://www.atptour.com//en/scores/2003/7308/MS024/match-stats?isLive=False,z073,w300,Mariano Zabaleta,Alexander Waske,6,0,60,25,42,24,25,9,17,4,1,53,24,45,13,24,10,21
2003,https://www.atptour.com//en/scores/2003/7308/MS023/match-stats?isLive=False,m590,m762,Alberto Martin,Jurgen Melzer,0,4,71,44,62,33,44,9,18,2,4,69,33,48,21,33,4,15
2003,https://www.atptour.com//en/scores/2003/7308/MS028/match-stats?isLive=False,v166,r397,Adrian Voinea,Olivier Rochus,7,5,50,48,96,32,48,23,48,5,6,55,52,95,30,52,18,43
2003,https://www.atptour.com//en/scores/2003/7308/MS019/match-stats?isLive=False,s544,r583,Vincent Spadea,Todd Reid,14,10,43,33,77,24,33,22,44,1,2,65,62,96,40,62,11,34
2003,https://www.atptour.com//en/scores/2003/7308/MS026/match-stats?isLive=False,d402,l439,Nikolay Davydenko,Irakli Labadze,2,3,57,36,63,29,36,16,27,2,5,60,47,78,34,47,10,31
2003,https://www.atptour.com//en/scores/2003/7308/MS030/match-stats?isLive=False,d272,b804,Antony Dupuis,Karol Beck,9,5,57,33,58,29,33,11,25,5,4,63,33,52,23,33,9,19
2003,https://www.atptour.com//en/scores/2003/7308/MS022/match-stats?isLive=False,g628,d357,Richard Gasquet,Arnaud Di Pasquale,5,4,50,45,90,34,45,26,45,9,5,52,47,90,31,47,24,43
2003,https://www.atptour.com//en/scores/2003/7308/MS029/match-stats?isLive=False,k379,s608,Alex Kim,Attila Savolt,7,2,61,52,85,35,52,13,33,5,3,68,48,71,28,48,11,23
2003,https://www.atptour.com//en/scores/2003/7308/MS017/match-stats?isLive=False,k214,d270,Richard Krajicek,Scott Draper,16,3,61,40,66,32,40,20,26,3,0,70,39,56,32,39,12,17
2003,https://www.atptour.com//en/scores/2003/7308/MS021/match-stats?isLive=False,p398,l336,Arvind Parmar,Harel Levy,4,3,67,64,96,43,64,24,32,3,0,60,58,96,38,58,22,38
2003,https://www.atptour.com//en/scores/2003/7308/MS018/match-stats?isLive=False,v303,k612,Brian Vahaly,Adam Kennedy,2,1,70,50,71,31,50,14,21,11,9,53,44,83,27,44,15,39
2003,https://www.atptour.com//en/scores/2003/7308/MS025/match-stats?isLive=False,v232,s963,Martin Verkerk,Florent Serra,10,2,70,35,50,30,35,8,15,2,2,63,48,76,31,48,11,28
2003,https://www.atptour.com//en/scores/2003/301/MS001/match-stats?isLive=False,k293,h377,Gustavo Kuerten,Dominik Hrbaty,5,4,47,30,64,28,30,17,34,3,4,63,43,68,32,43,8,25
2003,https://www.atptour.com//en/scores/2003/301/MS003/match-stats?isLive=False,k293,z073,Gustavo Kuerten,Mariano Zabaleta,3,2,43,25,58,18,25,20,33,2,3,52,33,63,21,33,14,30
2003,https://www.atptour.com//en/scores/2003/301/MS002/match-stats?isLive=False,h377,m535,Dominik Hrbaty,Felix Mantilla,5,1,62,33,53,21,33,15,20,2,2,38,16,42,8,16,15,26
2003,https://www.atptour.com//en/scores/2003/301/MS004/match-stats?isLive=False,m535,n254,Felix Mantilla,Jiri Novak,5,3,46,41,90,33,41,28,49,4,2,60,68,114,36,68,29,46
2003,https://www.atptour.com//en/scores/2003/301/MS006/match-stats?isLive=False,k293,c524,Gustavo Kuerten,Guillermo Coria,12,1,61,52,85,34,52,20,33,6,2,66,58,88,39,58,12,30
2003,https://www.atptour.com//en/scores/2003/301/MS005/match-stats?isLive=False,h377,f401,Dominik Hrbaty,David Ferrer,4,4,59,41,70,33,41,14,29,1,6,40,24,60,20,24,17,36
2003,https://www.atptour.com//en/scores/2003/301/MS007/match-stats?isLive=False,z073,k310,Mariano Zabaleta,Stefan Koubek,3,2,49,22,45,17,22,15,23,4,4,64,37,58,20,37,8,21
2003,https://www.atptour.com//en/scores/2003/301/MS008/match-stats?isLive=False,n254,g569,Jiri Novak,Robby Ginepri,1,6,69,66,96,39,66,12,30,12,12,65,65,100,45,65,10,35
2003,https://www.atptour.com//en/scores/2003/301/MS010/match-stats?isLive=False,f401,g415,David Ferrer,Fernando Gonzalez,2,6,51,29,57,24,29,14,28,2,2,71,50,70,30,50,8,20
2003,https://www.atptour.com//en/scores/2003/301/MS013/match-stats?isLive=False,k293,r368,Gustavo Kuerten,Michael Russell,6,5,51,42,83,33,42,22,41,0,5,62,53,85,33,53,14,32
2003,https://www.atptour.com//en/scores/2003/301/MS011/match-stats?isLive=False,h377,g352,Dominik Hrbaty,Jan-Michael Gambill,10,1,69,73,106,50,73,20,33,20,4,60,71,119,52,71,23,48
2003,https://www.atptour.com//en/scores/2003/301/MS012/match-stats?isLive=False,c524,v195,Guillermo Coria,Fernando Vicente,3,1,67,32,48,23,32,12,16,2,3,52,28,54,17,28,12,26
2003,https://www.atptour.com//en/scores/2003/301/MS014/match-stats?isLive=False,k310,s693,Stefan Koubek,Raemon Sluiter,6,3,52,37,71,31,37,22,34,6,9,51,45,88,33,45,18,43
2003,https://www.atptour.com//en/scores/2003/301/MS009/match-stats?isLive=False,m535,c328,Felix Mantilla,Kenneth Carlsen,0,1,41,21,51,15,21,23,30,4,1,63,32,51,21,32,12,19
2003,https://www.atptour.com//en/scores/2003/301/MS015/match-stats?isLive=False,z073,s544,Mariano Zabaleta,Vincent Spadea,2,3,52,23,44,19,23,12,21,4,7,51,33,65,19,33,14,32
2003,https://www.atptour.com//en/scores/2003/301/MS016/match-stats?isLive=False,n254,k448,Jiri Novak,Robert Kendrick,0,3,69,31,45,28,31,7,14,10,4,55,35,64,27,35,7,29
2003,https://www.atptour.com//en/scores/2003/301/MS031/match-stats?isLive=False,z073,n301,Mariano Zabaleta,David Nalbandian,5,3,54,48,89,32,48,21,41,4,6,68,65,96,37,65,19,31
2003,https://www.atptour.com//en/scores/2003/301/MS020/match-stats?isLive=False,g415,l397,Fernando Gonzalez,Feliciano Lopez,10,3,76,59,78,44,59,14,19,13,6,57,61,107,43,61,26,46
2003,https://www.atptour.com//en/scores/2003/301/MS027/match-stats?isLive=False,k293,v232,Gustavo Kuerten,Martin Verkerk,8,2,56,43,77,37,43,16,34,10,6,41,28,68,17,28,26,40
2003,https://www.atptour.com//en/scores/2003/301/MS019/match-stats?isLive=False,m535,a389,Felix Mantilla,Jose Acasuso,5,3,58,32,55,27,32,13,23,6,3,56,30,54,20,30,11,24
2003,https://www.atptour.com//en/scores/2003/301/MS023/match-stats?isLive=False,g352,k319,Jan-Michael Gambill,Michel Kratochvil,12,0,63,30,48,23,30,12,18,0,2,40,20,50,11,20,15,30
2003,https://www.atptour.com//en/scores/2003/301/MS024/match-stats?isLive=False,c524,s677,Guillermo Coria,David Sanchez,1,3,57,52,91,36,52,14,39,2,0,62,51,82,29,51,17,31
2003,https://www.atptour.com//en/scores/2003/301/MS028/match-stats?isLive=False,s693,s480,Raemon Sluiter,Davide Sanguinetti,7,3,53,32,60,26,32,16,28,4,1,51,36,71,26,36,14,35
2003,https://www.atptour.com//en/scores/2003/301/MS018/match-stats?isLive=False,c328,s604,Kenneth Carlsen,Andre Sa,9,1,65,70,108,49,70,26,38,7,0,60,64,107,42,64,28,43
2003,https://www.atptour.com//en/scores/2003/301/MS021/match-stats?isLive=False,f401,m590,David Ferrer,Alberto Martin,4,3,52,37,71,29,37,17,34,0,1,62,31,50,18,31,10,19
2003,https://www.atptour.com//en/scores/2003/301/MS017/match-stats?isLive=False,g569,c478,Robby Ginepri,Agustin Calleri,6,6,56,45,80,35,45,18,35,8,7,51,38,75,32,38,16,37
2003,https://www.atptour.com//en/scores/2003/301/MS022/match-stats?isLive=False,h377,r615,Dominik Hrbaty,Simon Rea,7,2,60,28,47,23,28,13,19,1,7,59,48,81,28,48,13,33
2003,https://www.atptour.com//en/scores/2003/301/MS029/match-stats?isLive=False,k310,n267,Stefan Koubek,Mark Nielsen,1,4,63,31,49,24,31,6,18,1,11,46,31,68,20,31,11,37
2003,https://www.atptour.com//en/scores/2003/301/MS026/match-stats?isLive=False,r368,s694,Michael Russell,Radek Stepanek,2,4,73,53,73,37,53,11,20,9,6,58,46,79,31,46,13,33
2003,https://www.atptour.com//en/scores/2003/301/MS030/match-stats?isLive=False,s544,d272,Vincent Spadea,Antony Dupuis,6,1,51,27,53,22,27,18,26,6,5,51,30,59,22,30,14,29
2003,https://www.atptour.com//en/scores/2003/301/MS025/match-stats?isLive=False,v195,h390,Fernando Vicente,Luis Horna,13,1,56,50,89,39,50,25,39,3,4,74,89,120,57,89,15,31
2003,https://www.atptour.com//en/scores/2003/338/MS001/match-stats?isLive=False,l311,f316,Hyung-Taik Lee,Juan Carlos Ferrero,8,2,70,78,112,56,78,22,34,11,6,61,80,131,60,80,25,51
2003,https://www.atptour.com//en/scores/2003/338/MS003/match-stats?isLive=False,f316,s636,Juan Carlos Ferrero,Rainer Schuettler,3,1,65,56,86,40,56,13,30,8,5,60,52,86,32,52,16,34
2003,https://www.atptour.com//en/scores/2003/338/MS002/match-stats?isLive=False,l311,f196,Hyung-Taik Lee,Wayne Ferreira,3,1,77,33,43,30,33,6,10,4,1,62,34,55,24,34,10,21
2003,https://www.atptour.com//en/scores/2003/338/MS007/match-stats?isLive=False,f316,s675,Juan Carlos Ferrero,Paradorn Srichaphan,5,2,69,38,55,30,38,7,17,4,0,54,31,57,21,31,8,26
2003,https://www.atptour.com//en/scores/2003/338/MS005/match-stats?isLive=False,f196,s568,Wayne Ferreira,Franco Squillari,3,1,58,23,40,22,23,10,17,3,3,47,29,62,17,29,15,33
2003,https://www.atptour.com//en/scores/2003/338/MS006/match-stats?isLive=False,s636,f339,Rainer Schuettler,Mardy Fish,2,2,68,44,65,35,44,13,21,11,1,56,44,79,35,44,14,35
2003,https://www.atptour.com//en/scores/2003/338/MS008/match-stats?isLive=False,s741,n289,Marat Safin,Jarkko Nieminen,7,3,53,43,81,34,43,18,38,1,1,70,48,69,28,48,14,21
2003,https://www.atptour.com//en/scores/2003/338/MS015/match-stats?isLive=False,f316,y061,Juan Carlos Ferrero,Mikhail Youzhny,5,1,55,27,49,19,27,17,22,0,2,50,28,56,17,28,10,28
2003,https://www.atptour.com//en/scores/2003/338/MS013/match-stats?isLive=False,f339,m605,Mardy Fish,Carlos Moya,12,1,57,55,97,42,55,21,42,6,11,53,57,108,46,57,22,51
2003,https://www.atptour.com//en/scores/2003/338/MS009/match-stats?isLive=False,l311,r485,Hyung-Taik Lee,Andy Roddick,4,2,67,55,82,39,55,15,27,10,5,60,53,89,35,53,18,36
2003,https://www.atptour.com//en/scores/2003/338/MS014/match-stats?isLive=False,s675,m595,Paradorn Srichaphan,Max Mirnyi,7,6,60,46,77,36,46,19,31,6,1,67,57,85,44,57,11,28
2003,https://www.atptour.com//en/scores/2003/338/MS012/match-stats?isLive=False,s636,g374,Rainer Schuettler,Gaston Gaudio,2,2,54,31,57,23,31,12,26,0,3,62,42,68,18,42,11,26
2003,https://www.atptour.com//en/scores/2003/338/MS011/match-stats?isLive=False,f196,c514,Wayne Ferreira,Juan Ignacio Chela,4,3,57,68,119,49,68,27,51,4,2,73,86,118,57,86,16,32
